track_difference,ripple_difference_ALL,ripple_difference_PRE,ripple_difference_POST,animal_ids,session_ids
-0.771316364417975,-0.0160871148109436,0.000833113095723093,-0.0330073423683643,1,1
-0.671803847452865,0.00528669590130448,0.0230565052479506,-0.0124831097200513,1,1
-0.659819552163293,-0.0380699038505554,-0.0302889533340931,-0.0458508543670177,1,1
0.807380038975074,0.0106609165668488,0.0066071143373847,0.0147147178649902,1,1
0.0984308460747066,-0.0257539302110672,0.0202987007796764,-0.0718065649271011,1,1
0.383539241143076,0.0471888519823551,0.0706455111503601,0.0237321965396404,1,1
0.287324734687149,0.00163275585509837,0.0126468539237976,-0.00938134174793959,1,1
1.18080849915003,-0.0158714130520821,0.00178421474993229,-0.0335270389914513,1,1
-1.02111152866049,0.0203101020306349,0.0635381117463112,-0.0229179169982672,1,1
0.0274647007004453,-0.0336815640330315,0.0224330238997936,-0.0897961556911469,1,1
-0.558745855539065,0.000292639422696084,0.033818781375885,-0.033233504742384,1,1
-0.974966713082269,-0.00146837369538844,0.0223783999681473,-0.0253151468932629,1,1
-0.557745269566229,-0.0221945028752089,-0.0144674126058817,-0.0299215912818909,1,1
0.2572175057582,0.00665812427178025,-0.0161012224853039,0.0294174700975418,1,1
0.731687523703788,0.0400798842310905,0.0353427417576313,0.0448170267045498,1,1
0.381672146736237,0.0342922285199165,0.0503242686390877,0.018260195851326,1,1
0.79895473511947,0.0157338213175535,0.02389270439744,0.00757493358105421,1,1
1.01462396269266,0.0766899138689041,0.0913136079907417,0.062066238373518,1,1
-0.198571599681286,0.00254339538514614,0.0339827165007591,-0.0288959238678217,1,1
-0.0938912713838544,-0.00421258807182312,-0.0123844062909484,0.00395922875031829,1,1
0.588682063873027,0.0176533199846745,0.0159501731395721,0.0193564686924219,1,1
-0.120898145730855,0.0583169758319855,0.102865494787693,0.0137684624642134,1,1
0.954143932560464,0.0274423714727163,0.0277539901435375,0.0271307528018951,1,1
1.12985917973949,0.0395378358662128,0.0217934735119343,0.0572821982204914,1,1
-0.273998400950553,-0.0665317326784134,-0.0593814626336098,-0.0736820250749588,1,1
-0.969726107757398,-0.00525974947959185,-0.00265178759582341,-0.0078677125275135,1,1
-0.467879707192741,-0.058988057076931,-0.117976114153862,0,1,1
-0.0645400692426069,0.0381293669342995,0.0276937000453472,0.0485650226473808,1,1
